Latitude, Longitude
35.646797,-97.521232
35.646797,-97.521232
35.646797,-97.521232
35.646797,-97.521232
35.646797,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646800,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521232
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646804,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646800,-97.521224
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646797,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646793,-97.521217
35.646800,-97.521217
35.646800,-97.521217
35.646800,-97.521217
35.646800,-97.521217
35.646800,-97.521217
35.646800,-97.521217
35.646800,-97.521217
35.646800,-97.521209
35.646800,-97.521209
35.646800,-97.521209
35.646800,-97.521209
35.646800,-97.521209
35.646800,-97.521209
35.646800,-97.521209
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646797,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646793,-97.521202
35.646789,-97.521194
35.646789,-97.521194
35.646789,-97.521194
35.646789,-97.521194
35.646789,-97.521194
35.646789,-97.521194
35.646789,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646785,-97.521194
35.646781,-97.521194
35.646781,-97.521194
35.646781,-97.521194
35.646781,-97.521194
35.646781,-97.521194
35.646781,-97.521194
35.646781,-97.521194
35.646778,-97.521194
35.646778,-97.521194
35.646778,-97.521194
35.646778,-97.521194
35.646778,-97.521194
35.646778,-97.521194
35.646778,-97.521194
35.646778,-97.521186
35.646778,-97.521186
35.646778,-97.521186
35.646778,-97.521186
35.646778,-97.521186
35.646778,-97.521186
35.646778,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521186
35.646774,-97.521179
35.646774,-97.521179
35.646774,-97.521179
35.646774,-97.521179
35.646774,-97.521179
35.646774,-97.521179
35.646774,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
35.646770,-97.521179
