lat, lon,theta,x,y,psi,vel,psi_dot,??,???
35.1948764335,-97.438683392333.5184982531,124.832198374,-144.761063068,-735519.655567,-5.79816960346E-12,7841.45749469,354838.932874,-354832.704917,2.95673203254E-06
35.1948775396,-97.438694839733.9218886913,119.960640752,-158.617156559,-738778.919537,-5.68959357704E-12,8237.77405933,356451.364677,-356445.136719,2.95673203254E-06
35.1948792628,-97.438703055435.4615166504,118.617271455,-174.968138758,-741929.125144,-5.46893323669E-12,10437.589334,358008.544168,-358002.31621,2.95673203254E-06
35.1948799619,-97.438709048534.9413170009,126.070613882,-172.399169422,-745268.216768,-5.41318341909E-12,9121.64791401,359657.923567,-359651.695609,2.95673203254E-06
35.1948840924,-97.438722631436.0900390087,128.50078255,-168.567454482,-748484.816315,-5.2752434039E-12,9905.37587738,361249.528915,-361243.300957,2.95673203254E-06
35.1948852375,-97.438733267935.7603326934,123.700956833,-177.653953911,-751829.534535,-5.24167945252E-12,8199.19352729,362902.659332,-362896.431374,2.95673203254E-06
35.1948894055,-97.438738672635.7852215698,124.373799081,-176.362437012,-754804.42471,-5.34082464288E-12,7262.43948361,364372.957509,-364366.729551,2.95673203254E-06
35.1948899692,-97.438750478936.8358526051,115.480274305,-172.260793347,-758315.362809,-4.83877795511E-12,8451.52232097,366110.367161,-366104.139203,2.95673203254E-06
35.1948926966,-97.438764613337.1706164169,114.740653129,-163.505574392,-761569.352525,-5.15365615732E-12,8267.78299516,367721.89019,-367715.662232,2.95673203254E-06
35.1948928895,-97.438772538437.7671794517,112.573066475,-159.463480598,-764795.28318,-5.39607088399E-12,8500.75307966,369315.134254,-369308.906296,2.95673203254E-06
35.1948964552,-97.438779309938.2518038789,109.145121456,-158.899982216,-768039.69602,-0.0618630821354,8174.81277028,370917.138946,-370912.808693,-11.9102275159
35.1948966678,-97.438788673538.6645290401,116.344146222,-160.440413475,-771246.362319,-0.014222494383,8547.6980474,372500.351793,-372498.112246,-2.10199451456
35.1948966938,-97.438789906138.7044297351,118.197632014,-159.991154238,-774496.761754,-0.00519902290657,8230.54198964,374108.601735,-374106.942982,-0.871061723926
35.1948966977,-97.438797209239.0604128169,118.704986426,-160.344861474,-777683.783125,-0.00325492419616,8728.16608658,375680.548267,-375679.158042,-0.512965315707
35.1948966986,-97.438799786439.5788575674,116.53842308,-160.835053193,-781105.932506,-0.00257346822336,11057.5512203,377375.237624,-377374.025666,-0.340109235943
35.1948997693,-97.438799985538.6731617008,114.497922174,-161.188045605,-784177.328123,-0.00139851875167,8056.00022828,378894.715553,-378893.620489,-0.253101648068
35.1948999872,-97.438800000439.0791747867,113.190728314,-161.29292691,-787347.484701,-0.00120671272841,8976.50328347,380460.844241,-380459.836891,-0.196863146253
35.1948999988,-97.43880400537.0953436094,113.488613456,-161.982197346,-789988.66147,-0.000341831578745,2052.80954922,381766.232226,-381765.287096,-0.163938640234
